compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L3,__TILE__L0,__TILE__L1,__TILE__L3
19min 40sec,878120 (3.512ms),503083 (42%),654710 (27%),1070 (24%),4400 (64%),0 (~0%),1,1,8,1,8,1,25,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,1,16,8,1,25,off,off,flatten,1,1,1
21min 24sec,868064 (3.472ms),490792 (41%),712106 (30%),1042 (24%),4400 (64%),0 (~0%),1,1,1,1,20,1,25,off,off,flatten,1,1,1
60min 00sec,,,,,,,1,1,1,1,8,10,25,off,off,flatten,1,1,1
19min 27sec,880064 (3.52ms),486509 (41%),703371 (29%),1070 (24%),4400 (64%),0 (~0%),1,1,1,1,8,1,16,off,off,flatten,1,1,1
21min 55sec,851559 (3.406ms),833890 (70%),1129917 (47%),1070 (24%),8800 (128%),0 (~0%),1,1,1,1,8,1,25,flatten,off,flatten,1,1,1
10min 55sec,263499 (1.131ms),57573 (4%),55358 (2%),1156 (26%),183 (2%),24 (2%),25,1,1,1,4,20,8,off,off,off,1,1,1
10min 43sec,849912 (3.648ms),75739 (6%),102334 (4%),1152 (26%),178 (2%),12 (1%),16,5,1,1,4,20,8,off,off,off,1,1,1
11min 01sec,270168 (1.16ms),59241 (5%),56693 (2%),1248 (28%),182 (2%),0 (~0%),16,1,8,1,4,20,8,off,off,off,1,1,1
12min 40sec,355559 (1.526ms),79361 (6%),111295 (4%),1248 (28%),183 (2%),0 (~0%),16,1,1,10,4,20,8,off,off,off,1,1,1
11min 07sec,241450 (1.036ms),83648 (7%),83278 (3%),1248 (28%),446 (6%),0 (~0%),16,1,1,1,16,20,8,off,off,off,1,1,1
10min 37sec,280918 (1.201ms),57715 (4%),54304 (2%),622 (14%),174 (2%),128 (13%),16,1,1,1,4,16,8,off,off,off,1,1,1
10min 33sec,607905 (2.609ms),66947 (5%),65598 (2%),1696 (39%),201 (2%),12 (1%),16,1,1,1,4,20,25,off,off,off,1,1,1
60min 00sec,,,,,,,16,1,1,1,4,20,8,flatten,off,off,1,1,1
11min 59sec,193850 (0.836ms),85327 (7%),86548 (3%),1504 (34%),446 (6%),0 (~0%),16,1,1,1,16,20,16,off,off,off,1,1,1
12min 12sec,197421 (0.844ms),96364 (8%),102641 (4%),1504 (34%),526 (7%),0 (~0%),8,8,1,1,16,20,16,off,off,off,1,1,1
11min 29sec,194750 (0.839ms),93744 (7%),95556 (4%),1504 (34%),470 (6%),0 (~0%),8,1,16,1,16,20,16,off,off,off,1,1,1
12min 28sec,199053 (0.889ms),94441 (7%),100944 (4%),1504 (34%),527 (7%),0 (~0%),8,1,1,8,16,20,16,off,off,off,1,1,1
09min 41sec,620985 (2.677ms),100628 (8%),109053 (4%),1558 (36%),641 (9%),0 (~0%),8,1,1,1,25,20,16,off,off,off,1,1,1
11min 02sec,187125 (0.807ms),89664 (7%),92406 (3%),1678 (38%),468 (6%),0 (~0%),8,1,1,1,16,25,16,off,off,off,1,1,1
12min 11sec,406324 (1.751ms),78562 (6%),83084 (3%),650 (15%),445 (6%),40 (4%),8,1,1,1,16,20,10,off,off,off,1,1,1
60min 00sec,,,,,,,8,1,1,1,16,20,16,flatten,off,off,1,1,1
04min 17sec,1099229 (4.698ms),44203 (3%),45825 (1%),1042 (24%),109 (1%),24 (2%),25,1,1,1,1,1,16,off,off,off,1,1,1
04min 50sec,1091412 (4.664ms),44770 (3%),54000 (2%),504 (11%),120 (1%),0 (~0%),1,1,10,1,1,1,16,off,off,off,1,1,1
05min 15sec,1112792 (4.756ms),58265 (4%),88895 (3%),526 (12%),82 (1%),0 (~0%),1,1,1,20,1,1,16,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,1,16,off,flatten,off,1,1,1
04min 50sec,1132649 (4.84ms),41902 (3%),36635 (1%),588 (13%),72 (1%),80 (8%),20,1,1,1,1,10,1,off,off,off,1,1,1
05min 58sec,1199921 (5.128ms),111308 (9%),244523 (10%),248 (5%),55 (~0%),64 (6%),1,10,1,1,1,10,1,off,off,off,1,1,1
04min 52sec,1116351 (4.771ms),54426 (4%),51749 (2%),226 (5%),89 (1%),64 (6%),1,1,10,1,1,10,1,off,off,off,1,1,1
05min 43sec,1199521 (5.126ms),109438 (9%),242748 (10%),248 (5%),55 (~0%),64 (6%),1,1,1,10,1,10,1,off,off,off,1,1,1
10min 28sec,962291 (4.112ms),170367 (14%),125082 (5%),1048 (24%),671 (9%),0 (~0%),1,1,1,1,25,10,1,off,off,off,1,1,1
05min 26sec,367761 (1.585ms),88158 (7%),62388 (2%),248 (5%),99 (1%),128 (13%),1,1,1,1,1,10,20,off,off,off,1,1,1
05min 11sec,413856 (1.784ms),48990 (4%),49987 (2%),922 (21%),115 (1%),40 (4%),8,1,1,1,1,10,20,off,off,off,1,1,1
05min 50sec,371577 (1.588ms),96635 (8%),74445 (3%),248 (5%),143 (2%),128 (13%),1,8,1,1,1,10,20,off,off,off,1,1,1
05min 46sec,367386 (1.584ms),94948 (8%),69418 (2%),248 (5%),123 (1%),128 (13%),1,1,16,1,1,10,20,off,off,off,1,1,1
06min 14sec,393341 (1.695ms),106553 (9%),109664 (4%),248 (5%),99 (1%),128 (13%),1,1,1,20,1,10,20,off,off,off,1,1,1
59min 59sec,306561 (1.321ms),125648 (10%),102716 (4%),204 (4%),99 (1%),128 (13%),1,1,1,1,10,10,20,off,off,off,1,1,1
22min 46sec,323963 (1.39ms),215254 (18%),85753 (3%),1294 (29%),137 (2%),0 (~0%),1,1,1,1,1,25,20,off,off,off,1,1,1
04min 49sec,405761 (1.741ms),54030 (4%),44496 (1%),248 (5%),55 (~0%),64 (6%),1,1,1,1,1,10,10,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,10,20,off,off,flatten,1,1,1
04min 40sec,352459 (1.513ms),53279 (4%),52271 (2%),830 (19%),108 (1%),128 (13%),4,1,1,1,1,16,16,off,off,off,1,1,1
05min 06sec,530111 (2.275ms),63254 (5%),84540 (3%),270 (6%),84 (1%),64 (6%),1,4,1,1,1,16,16,off,off,off,1,1,1
04min 36sec,349636 (1.501ms),63982 (5%),59845 (2%),270 (6%),108 (1%),64 (6%),1,1,16,1,1,16,16,off,off,off,1,1,1
04min 46sec,352707 (1.507ms),64724 (5%),65241 (2%),270 (6%),164 (2%),64 (6%),1,1,1,8,1,16,16,off,off,off,1,1,1
04min 13sec,210011 (0.901ms),61928 (5%),61750 (2%),270 (6%),180 (2%),64 (6%),1,1,1,1,8,16,16,off,off,off,1,1,1
04min 31sec,494882 (2.045ms),43765 (3%),43506 (1%),782 (18%),84 (1%),0 (~0%),1,1,1,1,1,4,16,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,16,16,off,flatten,off,1,1,1
04min 53sec,405960 (1.75ms),62230 (5%),62343 (2%),1486 (34%),311 (4%),0 (~0%),10,1,1,1,10,10,20,off,off,off,1,1,1
60min 00sec,,,,,,,1,25,1,1,10,10,20,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,8,1,10,10,20,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,8,10,10,20,off,off,off,1,1,1
05min 22sec,217761 (0.939ms),110817 (9%),90986 (3%),248 (5%),363 (5%),128 (13%),1,1,1,1,16,10,20,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,10,25,20,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,10,10,25,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,10,10,20,flatten,off,off,1,1,1
04min 55sec,368256 (1.58ms),56707 (4%),59336 (2%),944 (21%),137 (2%),100 (10%),8,1,1,1,1,25,20,off,off,off,1,1,1
27min 55sec,326003 (1.393ms),226842 (19%),101382 (4%),1294 (29%),225 (3%),0 (~0%),1,8,1,1,1,25,20,off,off,off,1,1,1
26min 47sec,323753 (1.389ms),219397 (18%),91528 (3%),1272 (29%),137 (2%),0 (~0%),1,1,10,1,1,25,20,off,off,off,1,1,1
26min 27sec,328525 (1.404ms),226428 (19%),109897 (4%),1294 (29%),225 (3%),0 (~0%),1,1,1,16,1,25,20,off,off,off,1,1,1
25min 36sec,173963 (0.747ms),235680 (19%),112692 (4%),1294 (29%),379 (5%),0 (~0%),1,1,1,1,16,25,20,off,off,off,1,1,1
05min 34sec,340411 (1.467ms),87660 (7%),65302 (2%),270 (6%),92 (1%),128 (13%),1,1,1,1,1,16,20,off,off,off,1,1,1
07min 54sec,381563 (1.638ms),110489 (9%),60826 (2%),270 (6%),137 (2%),128 (13%),1,1,1,1,1,25,8,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,25,20,off,flatten,off,1,1,1
05min 32sec,238249 (1.023ms),87826 (7%),93393 (3%),992 (22%),467 (6%),100 (10%),16,1,1,1,16,25,20,off,off,off,1,1,1
26min 18sec,257283 (1.104ms),257744 (21%),170223 (7%),1294 (29%),379 (5%),0 (~0%),1,10,1,1,16,25,20,off,off,off,1,1,1
25min 09sec,173613 (0.745ms),236183 (19%),114027 (4%),1294 (29%),379 (5%),0 (~0%),1,1,8,1,16,25,20,off,off,off,1,1,1
26min 02sec,257283 (1.104ms),256121 (21%),168420 (7%),1294 (29%),379 (5%),0 (~0%),1,1,1,10,16,25,20,off,off,off,1,1,1
25min 37sec,183963 (0.79ms),229816 (19%),94241 (3%),1294 (29%),203 (2%),0 (~0%),1,1,1,1,8,25,20,off,off,off,1,1,1
24min 12sec,183563 (0.791ms),202840 (17%),108826 (4%),1294 (29%),379 (5%),0 (~0%),1,1,1,1,16,25,16,off,off,off,1,1,1
05min 35sec,284324 (1.226ms),79679 (6%),84925 (3%),970 (22%),445 (6%),40 (4%),8,1,1,1,16,10,20,off,off,off,1,1,1
07min 09sec,301121 (1.298ms),173339 (14%),294773 (12%),248 (5%),363 (5%),128 (13%),1,10,1,1,16,10,20,off,off,off,1,1,1
05min 39sec,222929 (0.961ms),121051 (10%),100936 (4%),248 (5%),399 (5%),128 (13%),1,1,25,1,16,10,20,off,off,off,1,1,1
05min 57sec,222291 (0.95ms),121953 (10%),114868 (4%),248 (5%),451 (6%),128 (13%),1,1,1,16,16,10,20,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,5,10,20,off,off,off,1,1,1
11min 59sec,209761 (0.904ms),142837 (12%),92639 (3%),248 (5%),363 (5%),128 (13%),1,1,1,1,16,10,25,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,16,10,20,off,flatten,off,1,1,1
