compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2
05min 21sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
05min 21sec,3525281 (14.101ms),17973 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,10,4,1,1,off,off,off,off,1,1,1
13min 57sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,1,1,flatten,off,off,off,1,1,1
05min 55sec,3562193 (14.249ms),23530 (1%),55865 (2%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,4,1,1
05min 57sec,3626833 (14.507ms),23338 (1%),34128 (1%),154 (3%),14 (~0%),0 (~0%),2,1,4,1,1,1,off,off,off,off,1,1,1
05min 52sec,3705588 (14.822ms),28433 (2%),23919 (1%),222 (5%),17 (~0%),0 (~0%),1,2,4,1,1,1,off,off,off,off,1,1,1
05min 21sec,3521921 (14.088ms),15434 (1%),12726 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,4,2,1,1,off,off,off,off,1,1,1
05min 24sec,3541469 (15.134ms),16651 (1%),14031 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,4,1,5,1,off,off,off,off,1,1,1
14min 03sec,3498548 (13.994ms),280221 (23%),278325 (11%),122 (2%),308 (4%),0 (~0%),1,1,4,1,1,1,flatten,off,off,off,1,1,1
06min 09sec,3626913 (14.508ms),25590 (2%),43336 (1%),186 (4%),14 (~0%),0 (~0%),1,1,4,1,1,1,off,off,off,off,2,1,1
05min 45sec,3709519 (14.838ms),24282 (2%),22152 (~0%),218 (5%),14 (~0%),0 (~0%),1,1,4,1,1,1,off,off,off,off,1,2,1
03min 58sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
04min 36sec,3702548 (14.81ms),69555 (5%),46410 (1%),238 (5%),42 (~0%),0 (~0%),1,10,1,1,1,1,off,off,off,off,1,1,1
03min 53sec,3521921 (14.088ms),15303 (1%),12682 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,2,1,1,off,off,off,off,1,1,1
03min 56sec,3535441 (14.142ms),17562 (1%),14491 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,1,4,1,off,off,off,off,1,1,1
03min 59sec,1224641 (4.899ms),20793 (1%),15350 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,4,off,off,off,off,1,1,1
04min 14sec,3710625 (14.842ms),27959 (2%),25017 (1%),266 (6%),17 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,8,1
04min 03sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
04min 42sec,3677573 (14.71ms),46789 (3%),38964 (1%),258 (5%),29 (~0%),0 (~0%),8,4,1,4,1,1,off,off,off,off,1,1,1
04min 08sec,4192018 (16.768ms),33404 (2%),27846 (1%),218 (5%),30 (~0%),4 (~0%),8,4,5,4,1,1,off,off,off,off,1,1,1
04min 08sec,4185874 (17.888ms),35369 (2%),29810 (1%),258 (5%),37 (~0%),0 (~0%),8,4,5,10,1,1,off,off,off,off,1,1,1
04min 10sec,4181506 (17.946ms),56974 (4%),41472 (1%),228 (5%),85 (1%),0 (~0%),8,4,5,10,5,1,off,off,off,off,1,1,1
04min 10sec,1736794 (7.454ms),58851 (4%),43673 (1%),164 (3%),88 (1%),9 (~0%),8,4,5,10,5,5,off,off,off,off,1,1,1
07min 17sec,1730225 (7.394ms),690011 (58%),561352 (23%),122 (2%),2409 (35%),9 (~0%),8,4,5,10,5,5,flatten,off,off,off,1,1,1
07min 11sec,1740677 (7.439ms),696585 (58%),571808 (24%),124 (2%),2445 (35%),9 (~0%),8,4,5,10,5,5,flatten,off,off,off,1,4,1
05min 27sec,3723135 (14.893ms),53315 (4%),65535 (2%),260 (6%),31 (~0%),0 (~0%),4,5,1,4,1,1,off,off,off,off,1,1,1
05min 00sec,4230557 (16.922ms),46952 (3%),64207 (2%),226 (5%),29 (~0%),4 (~0%),5,5,1,4,1,1,off,off,off,off,1,1,1
05min 48sec,4199567 (17.002ms),87776 (7%),221859 (9%),142 (3%),31 (~0%),4 (~0%),10,5,1,4,1,1,off,off,off,off,1,1,1
04min 54sec,3676628 (14.707ms),30321 (2%),24829 (1%),254 (5%),20 (~0%),0 (~0%),1,2,1,4,1,1,off,off,off,off,1,1,1
04min 51sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
04min 58sec,3674310 (14.697ms),45865 (3%),33297 (1%),260 (6%),31 (~0%),0 (~0%),1,5,8,4,1,1,off,off,off,off,1,1,1
05min 01sec,3674310 (14.697ms),49011 (4%),36455 (1%),260 (6%),46 (~0%),0 (~0%),1,5,1,4,2,1,off,off,off,off,1,1,1
05min 03sec,1242310 (5.332ms),48349 (4%),34562 (1%),308 (7%),31 (~0%),0 (~0%),1,5,1,4,1,5,off,off,off,off,1,1,1
05min 11sec,1124292 (4.825ms),67530 (5%),208565 (8%),202 (4%),38 (~0%),0 (~0%),5,1,1,4,4,5,off,off,off,off,1,1,1
05min 06sec,1242310 (5.332ms),60126 (5%),44842 (1%),298 (6%),76 (1%),0 (~0%),1,5,1,4,4,5,off,off,off,off,1,1,1
04min 27sec,1075340 (4.615ms),43740 (3%),65400 (2%),202 (4%),38 (~0%),0 (~0%),1,1,2,4,4,5,off,off,off,off,1,1,1
04min 20sec,1078380 (4.608ms),40188 (3%),42117 (1%),202 (4%),38 (~0%),0 (~0%),1,1,1,2,4,5,off,off,off,off,1,1,1
04min 27sec,1077340 (4.624ms),41699 (3%),65406 (2%),202 (4%),32 (~0%),0 (~0%),1,1,1,4,2,5,off,off,off,off,1,1,1
13min 11sec,1054148 (4.505ms),291859 (24%),280587 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,4,5,flatten,off,off,off,1,1,1
08min 15sec,1100764 (4.724ms),221187 (18%),406756 (17%),122 (2%),266 (3%),0 (~0%),1,1,1,4,4,5,off,flatten,off,off,1,1,1
05min 06sec,1153692 (4.951ms),50392 (4%),67814 (2%),266 (6%),38 (~0%),0 (~0%),1,1,1,4,4,5,off,off,off,off,2,1,1
04min 41sec,3758147 (15.033ms),30117 (2%),53214 (2%),218 (5%),14 (~0%),0 (~0%),4,1,1,1,1,1,off,off,off,off,1,4,1
04min 13sec,3709195 (14.837ms),35208 (2%),30652 (1%),226 (5%),26 (~0%),0 (~0%),1,4,1,1,1,1,off,off,off,off,1,4,1
04min 15sec,3709489 (14.838ms),24299 (2%),22158 (~0%),218 (5%),14 (~0%),0 (~0%),1,1,4,1,1,1,off,off,off,off,1,4,1
04min 21sec,3680529 (14.722ms),26181 (2%),23068 (~0%),250 (5%),17 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,1,4,1
04min 22sec,3703684 (14.815ms),26843 (2%),23960 (1%),218 (5%),23 (~0%),0 (~0%),1,1,1,1,4,1,off,off,off,off,1,4,1
04min 19sec,1399089 (5.596ms),26749 (2%),23595 (~0%),250 (5%),17 (~0%),0 (~0%),1,1,1,1,1,4,off,off,off,off,1,4,1
05min 54sec,3666519 (14.666ms),178977 (15%),131556 (5%),186 (4%),308 (4%),0 (~0%),1,1,1,1,1,1,flatten,off,off,off,1,4,1
04min 34sec,3834997 (15.34ms),32282 (2%),39365 (1%),218 (5%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,4,4
04min 04sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
04min 25sec,3674310 (14.697ms),45795 (3%),33295 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,1,1
03min 42sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
03min 46sec,3519201 (14.077ms),20727 (1%),15646 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,4,4,1,off,off,off,off,1,1,1
03min 46sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
12min 23sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,1,1,flatten,off,off,off,1,1,1
04min 15sec,3516373 (14.065ms),24271 (2%),25772 (1%),218 (5%),20 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,8,1,1
04min 17sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
04min 52sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
04min 15sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
04min 16sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
05min 10sec,3525229 (15.065ms),20091 (1%),15187 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,5,1,off,off,off,off,1,1,1
04min 21sec,1081340 (4.641ms),40817 (3%),63415 (2%),202 (4%),29 (~0%),0 (~0%),1,1,1,4,1,5,off,off,off,off,1,1,1
13min 03sec,3498548 (13.994ms),280090 (23%),278270 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,1,1,flatten,off,off,off,1,1,1
04min 58sec,3562193 (14.249ms),23530 (1%),55865 (2%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,4,1,1
04min 15sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
05min 13sec,3702548 (14.81ms),69555 (5%),46410 (1%),238 (5%),42 (~0%),0 (~0%),1,10,1,1,1,1,off,off,off,off,1,1,1
04min 17sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
04min 10sec,3535441 (14.142ms),17562 (1%),14491 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,1,4,1,off,off,off,off,1,1,1
04min 52sec,3591153 (14.365ms),21914 (1%),55345 (2%),186 (4%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,4,1,1
05min 10sec,3723135 (14.893ms),53315 (4%),65535 (2%),260 (6%),31 (~0%),0 (~0%),4,5,1,4,1,1,off,off,off,off,1,1,1
04min 22sec,3676628 (14.707ms),30321 (2%),24829 (1%),254 (5%),20 (~0%),0 (~0%),1,2,1,4,1,1,off,off,off,off,1,1,1
04min 41sec,3674310 (14.697ms),45997 (3%),33363 (1%),260 (6%),31 (~0%),0 (~0%),1,5,2,4,1,1,off,off,off,off,1,1,1
04min 40sec,3683750 (14.735ms),44308 (3%),32513 (1%),228 (5%),28 (~0%),0 (~0%),1,5,1,2,1,1,off,off,off,off,1,1,1
04min 41sec,3674310 (14.697ms),70509 (5%),56882 (2%),250 (5%),136 (1%),0 (~0%),1,5,1,4,8,1,off,off,off,off,1,1,1
04min 53sec,954310 (4.113ms),52236 (4%),37314 (1%),388 (8%),45 (~0%),0 (~0%),1,5,1,4,1,10,off,off,off,off,1,1,1
06min 16sec,3660301 (14.641ms),198598 (16%),141784 (5%),196 (4%),322 (4%),0 (~0%),1,5,1,4,1,1,flatten,off,off,off,1,1,1
04min 22sec,3678415 (14.714ms),34333 (2%),28987 (1%),260 (6%),30 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,4,1
04min 06sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
04min 36sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
04min 02sec,3525281 (14.101ms),17996 (1%),13755 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,5,4,1,1,off,off,off,off,1,1,1
04min 01sec,3519201 (14.077ms),20727 (1%),15646 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,4,4,1,off,off,off,off,1,1,1
04min 34sec,3562193 (14.249ms),23530 (1%),55865 (2%),218 (5%),14 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,4,1,1
04min 19sec,3680559 (14.722ms),26164 (2%),23062 (~0%),250 (5%),17 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,1,2,1
04min 00sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
04min 54sec,3754413 (15.018ms),35556 (3%),56092 (2%),222 (5%),17 (~0%),0 (~0%),4,2,1,1,1,1,off,off,off,off,1,1,1
05min 03sec,3752095 (15.008ms),51043 (4%),64568 (2%),228 (5%),28 (~0%),0 (~0%),4,5,1,1,1,1,off,off,off,off,1,1,1
04min 25sec,3591053 (14.364ms),22526 (1%),44846 (1%),154 (3%),14 (~0%),0 (~0%),4,1,2,1,1,1,off,off,off,off,1,1,1
04min 25sec,3591053 (14.364ms),22529 (1%),44846 (1%),154 (3%),14 (~0%),0 (~0%),4,1,8,1,1,1,off,off,off,off,1,1,1
04min 29sec,3566973 (15.243ms),29517 (2%),47250 (1%),186 (4%),14 (~0%),0 (~0%),4,1,1,5,1,1,off,off,off,off,1,1,1
04min 25sec,3591253 (14.658ms),23643 (1%),45494 (1%),186 (4%),14 (~0%),0 (~0%),4,1,1,1,1,1,off,off,off,off,4,1,1
04min 34sec,3590873 (14.363ms),31125 (2%),39708 (1%),154 (3%),35 (~0%),0 (~0%),2,1,1,4,8,1,off,off,off,off,1,1,1
04min 25sec,3555093 (14.22ms),30314 (2%),50426 (2%),154 (3%),35 (~0%),0 (~0%),4,1,1,4,8,1,off,off,off,off,1,1,1
04min 57sec,3673588 (14.694ms),121104 (10%),94619 (4%),250 (5%),255 (3%),0 (~0%),1,10,1,4,8,1,off,off,off,off,1,1,1
06min 02sec,3673388 (14.694ms),222204 (18%),170098 (7%),250 (5%),494 (7%),0 (~0%),1,20,1,4,8,1,off,off,off,off,1,1,1
03min 51sec,3518201 (14.073ms),23130 (1%),18219 (~0%),154 (3%),35 (~0%),0 (~0%),1,1,4,4,8,1,off,off,off,off,1,1,1
03min 48sec,3518281 (14.073ms),23183 (1%),18225 (~0%),154 (3%),35 (~0%),0 (~0%),1,1,5,4,8,1,off,off,off,off,1,1,1
12min 25sec,3491548 (13.966ms),280035 (23%),279541 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,8,1,flatten,off,off,off,1,1,1
04min 27sec,3674751 (14.699ms),30797 (2%),27480 (1%),250 (5%),38 (~0%),0 (~0%),1,1,1,4,8,1,off,off,off,off,1,4,1
04min 35sec,3584273 (14.337ms),28247 (2%),49896 (2%),186 (4%),35 (~0%),0 (~0%),4,1,1,1,8,1,off,off,off,off,2,1,1
05min 24sec,3787755 (15.151ms),79652 (6%),87264 (3%),218 (5%),133 (1%),0 (~0%),1,5,1,1,8,1,off,off,off,off,2,1,1
04min 43sec,3619913 (14.48ms),30403 (2%),47806 (2%),186 (4%),35 (~0%),0 (~0%),1,1,4,1,8,1,off,off,off,off,2,1,1
04min 40sec,3590953 (14.364ms),31708 (2%),48282 (2%),218 (5%),35 (~0%),0 (~0%),1,1,1,4,8,1,off,off,off,off,2,1,1
04min 19sec,3544823 (15.149ms),22957 (1%),19106 (~0%),186 (4%),17 (~0%),0 (~0%),1,1,1,1,5,1,off,off,off,off,2,1,1
04min 48sec,2058313 (8.233ms),32699 (2%),48781 (2%),186 (4%),35 (~0%),0 (~0%),1,1,1,1,8,2,off,off,off,off,2,1,1
06min 18sec,3580033 (14.32ms),179925 (15%),204380 (8%),154 (3%),305 (4%),0 (~0%),1,1,1,1,8,1,flatten,off,off,off,2,1,1
04min 33sec,3584153 (14.337ms),26727 (2%),59815 (2%),186 (4%),35 (~0%),0 (~0%),1,1,1,1,8,1,off,off,off,off,4,1,1
04min 22sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
05min 05sec,3677573 (14.71ms),46789 (3%),38964 (1%),258 (5%),29 (~0%),0 (~0%),8,4,1,4,1,1,off,off,off,off,1,1,1
04min 22sec,4192018 (16.768ms),33404 (2%),27846 (1%),218 (5%),30 (~0%),4 (~0%),8,4,5,4,1,1,off,off,off,off,1,1,1
04min 22sec,4190194 (17.907ms),33556 (2%),28074 (1%),218 (5%),31 (~0%),5 (~0%),8,4,5,5,1,1,off,off,off,off,1,1,1
04min 22sec,4187194 (17.971ms),54861 (4%),38959 (1%),188 (4%),79 (1%),5 (~0%),8,4,5,5,5,1,off,off,off,off,1,1,1
04min 21sec,2625594 (11.269ms),55150 (4%),39395 (1%),156 (3%),79 (1%),7 (~0%),8,4,5,5,5,2,off,off,off,off,1,1,1
05min 01sec,3677215 (14.709ms),51858 (4%),41797 (1%),260 (6%),34 (~0%),0 (~0%),8,5,1,4,1,1,off,off,off,off,1,1,1
04min 30sec,3676628 (14.707ms),30321 (2%),24829 (1%),254 (5%),20 (~0%),0 (~0%),1,2,1,4,1,1,off,off,off,off,1,1,1
04min 47sec,4176410 (16.706ms),26214 (2%),18758 (~0%),142 (3%),31 (~0%),4 (~0%),1,5,10,4,1,1,off,off,off,off,1,1,1
06min 11sec,3660301 (14.641ms),198598 (16%),141784 (5%),196 (4%),322 (4%),0 (~0%),1,5,1,4,1,1,flatten,off,off,off,1,1,1
04min 54sec,3683750 (14.735ms),44308 (3%),32513 (1%),228 (5%),28 (~0%),0 (~0%),1,5,1,2,1,1,off,off,off,off,1,1,1
05min 01sec,3674310 (14.697ms),57572 (4%),43575 (1%),250 (5%),76 (1%),0 (~0%),1,5,1,4,4,1,off,off,off,off,1,1,1
07min 37sec,3551884 (14.208ms),445455 (37%),592736 (25%),122 (2%),1226 (17%),0 (~0%),1,5,1,4,1,1,off,flatten,off,off,1,1,1
05min 10sec,3677215 (14.709ms),51858 (4%),41797 (1%),260 (6%),34 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,8,1,1
05min 23sec,4199567 (17.002ms),87776 (7%),221859 (9%),142 (3%),31 (~0%),4 (~0%),10,5,1,4,1,1,off,off,off,off,1,1,1
04min 15sec,3674668 (14.699ms),40727 (3%),30462 (1%),258 (5%),26 (~0%),0 (~0%),1,4,1,4,1,1,off,off,off,off,1,1,1
04min 27sec,3674310 (14.697ms),46058 (3%),33362 (1%),260 (6%),31 (~0%),0 (~0%),1,5,4,4,1,1,off,off,off,off,1,1,1
04min 27sec,3683750 (14.735ms),44308 (3%),32513 (1%),228 (5%),28 (~0%),0 (~0%),1,5,1,2,1,1,off,off,off,off,1,1,1
04min 27sec,3674310 (14.697ms),57572 (4%),43575 (1%),250 (5%),76 (1%),0 (~0%),1,5,1,4,4,1,off,off,off,off,1,1,1
04min 28sec,2119110 (8.476ms),46631 (3%),33672 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,2,off,off,off,off,1,1,1
04min 58sec,3723035 (14.892ms),51753 (4%),75421 (3%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,4,1,1
03min 52sec,3516173 (14.065ms),24676 (2%),25803 (1%),154 (3%),20 (~0%),0 (~0%),8,1,1,4,1,1,off,off,off,off,1,1,1
04min 21sec,3674310 (14.697ms),45795 (3%),33295 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,1,1
04min 46sec,3525229 (15.065ms),20091 (1%),15187 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,4,5,1,off,off,off,off,1,1,1
03min 50sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
04min 06sec,3680529 (14.722ms),26181 (2%),23068 (~0%),250 (5%),17 (~0%),0 (~0%),1,1,1,4,1,1,off,off,off,off,1,4,1
05min 54sec,3751373 (15.005ms),76941 (6%),78650 (3%),238 (5%),42 (~0%),0 (~0%),4,10,1,1,1,1,off,off,off,off,1,1,1
04min 29sec,3591133 (14.365ms),22551 (1%),44852 (1%),154 (3%),14 (~0%),0 (~0%),4,1,10,1,1,1,off,off,off,off,1,1,1
04min 29sec,3562093 (14.248ms),25127 (2%),45956 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,4,1,1,off,off,off,off,1,1,1
04min 15sec,3546697 (15.157ms),23142 (1%),19809 (~0%),154 (3%),17 (~0%),0 (~0%),4,1,1,1,5,1,off,off,off,off,1,1,1
04min 29sec,2029453 (8.118ms),24635 (2%),45822 (1%),154 (3%),14 (~0%),0 (~0%),4,1,1,1,1,2,off,off,off,off,1,1,1
04min 51sec,3591253 (14.658ms),23643 (1%),45494 (1%),186 (4%),14 (~0%),0 (~0%),4,1,1,1,1,1,off,off,off,off,4,1,1
05min 05sec,4259597 (17.038ms),45968 (3%),63254 (2%),258 (5%),26 (~0%),0 (~0%),5,5,1,1,1,1,off,off,off,off,1,1,1
05min 07sec,4259597 (17.038ms),51392 (4%),66975 (2%),298 (6%),42 (~0%),0 (~0%),5,10,1,1,1,1,off,off,off,off,1,1,1
05min 09sec,4266077 (17.064ms),51898 (4%),67089 (2%),298 (6%),42 (~0%),0 (~0%),5,10,5,1,1,1,off,off,off,off,1,1,1
05min 15sec,4237037 (16.948ms),52882 (4%),68042 (2%),266 (6%),45 (~0%),4 (~0%),5,10,5,4,1,1,off,off,off,off,1,1,1
05min 45sec,4237145 (16.949ms),94938 (8%),100405 (4%),186 (4%),135 (1%),4 (~0%),5,10,5,4,4,1,off,off,off,off,1,1,1
05min 55sec,1792433 (7.693ms),96060 (8%),102085 (4%),122 (2%),135 (1%),13 (1%),5,10,5,4,4,5,off,off,off,off,1,1,1
06min 13sec,3723135 (14.893ms),53315 (4%),65535 (2%),260 (6%),31 (~0%),0 (~0%),4,5,1,4,1,1,off,off,off,off,1,1,1
05min 20sec,3676628 (14.707ms),30321 (2%),24829 (1%),254 (5%),20 (~0%),0 (~0%),1,2,1,4,1,1,off,off,off,off,1,1,1
05min 56sec,3674310 (14.697ms),46058 (3%),33362 (1%),260 (6%),31 (~0%),0 (~0%),1,5,4,4,1,1,off,off,off,off,1,1,1
05min 37sec,3683750 (14.735ms),44308 (3%),32513 (1%),228 (5%),28 (~0%),0 (~0%),1,5,1,2,1,1,off,off,off,off,1,1,1
06min 08sec,3674310 (14.697ms),57572 (4%),43575 (1%),250 (5%),76 (1%),0 (~0%),1,5,1,4,4,1,off,off,off,off,1,1,1
06min 07sec,2119110 (8.476ms),46631 (3%),33672 (1%),260 (6%),31 (~0%),0 (~0%),1,5,1,4,1,2,off,off,off,off,1,1,1
05min 36sec,3678732 (14.715ms),38713 (3%),32501 (1%),276 (6%),30 (~0%),0 (~0%),1,5,1,4,1,1,off,off,off,off,1,8,1
06min 03sec,1160732 (4.982ms),51667 (4%),86887 (3%),202 (4%),38 (~0%),0 (~0%),2,1,1,4,4,5,off,off,off,off,1,1,1
05min 19sec,1079176 (4.612ms),50504 (4%),77523 (3%),202 (4%),44 (~0%),0 (~0%),8,1,1,4,4,5,off,off,off,off,1,1,1
06min 17sec,1241588 (5.329ms),97244 (8%),69289 (2%),298 (6%),135 (1%),0 (~0%),1,10,1,4,4,5,off,off,off,off,1,1,1
07min 28sec,1241388 (5.328ms),171430 (14%),118188 (4%),298 (6%),254 (3%),0 (~0%),1,20,1,4,4,5,off,off,off,off,1,1,1
05min 09sec,1075420 (4.616ms),43793 (3%),65406 (2%),202 (4%),38 (~0%),0 (~0%),1,1,5,4,4,5,off,off,off,off,1,1,1
05min 09sec,1075340 (4.615ms),43743 (3%),65400 (2%),202 (4%),38 (~0%),0 (~0%),1,1,8,4,4,5,off,off,off,off,1,1,1
13min 58sec,1054148 (4.505ms),291859 (24%),280587 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,4,4,5,flatten,off,off,off,1,1,1
09min 00sec,1100764 (4.724ms),221187 (18%),406756 (17%),122 (2%),266 (3%),0 (~0%),1,1,1,4,4,5,off,flatten,off,off,1,1,1
03min 35sec,3550925 (14.204ms),21223 (1%),24128 (1%),154 (3%),17 (~0%),0 (~0%),8,1,1,1,1,1,off,off,off,off,1,1,1
04min 30sec,3702548 (14.81ms),69555 (5%),46410 (1%),238 (5%),42 (~0%),0 (~0%),1,10,1,1,1,1,off,off,off,off,1,1,1
03min 37sec,3530081 (15.086ms),22230 (1%),15002 (~0%),186 (4%),14 (~0%),0 (~0%),1,1,1,5,1,1,off,off,off,off,1,1,1
03min 35sec,3535441 (14.142ms),17562 (1%),14491 (~0%),154 (3%),23 (~0%),0 (~0%),1,1,1,1,4,1,off,off,off,off,1,1,1
03min 49sec,3551125 (14.204ms),22117 (1%),24733 (1%),186 (4%),17 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,8,1,1
04min 36sec,3590393 (14.362ms),39201 (3%),155813 (6%),154 (3%),14 (~0%),0 (~0%),5,1,4,1,1,1,off,off,off,off,1,1,1
03min 39sec,3550925 (14.204ms),21354 (1%),24172 (1%),154 (3%),17 (~0%),0 (~0%),8,1,4,1,1,1,off,off,off,off,1,1,1
04min 11sec,3703270 (14.813ms),43901 (3%),32385 (1%),228 (5%),28 (~0%),0 (~0%),1,5,4,1,1,1,off,off,off,off,1,1,1
04min 34sec,3702548 (14.81ms),69818 (5%),46477 (1%),238 (5%),42 (~0%),0 (~0%),1,10,4,1,1,1,off,off,off,off,1,1,1
03min 32sec,3521921 (14.088ms),15434 (1%),12726 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,4,2,1,1,off,off,off,off,1,1,1
03min 35sec,3537441 (14.15ms),15932 (1%),13817 (~0%),154 (3%),17 (~0%),0 (~0%),1,1,4,1,2,1,off,off,off,off,1,1,1
03min 56sec,3737279 (14.949ms),19782 (1%),19170 (~0%),250 (5%),14 (~0%),0 (~0%),1,1,4,1,1,1,off,off,off,off,1,1,4
05min 22sec,3758177 (15.033ms),30100 (2%),53208 (2%),218 (5%),14 (~0%),0 (~0%),4,1,1,1,1,1,off,off,off,off,1,2,1
05min 03sec,3709195 (14.837ms),35208 (2%),30652 (1%),226 (5%),26 (~0%),0 (~0%),1,4,1,1,1,1,off,off,off,off,1,2,1
05min 03sec,3709519 (14.838ms),24089 (2%),22087 (~0%),218 (5%),14 (~0%),0 (~0%),1,1,8,1,1,1,off,off,off,off,1,2,1
05min 03sec,3689999 (14.76ms),24687 (2%),22280 (~0%),218 (5%),14 (~0%),0 (~0%),1,1,1,2,1,1,off,off,off,off,1,2,1
05min 15sec,3705619 (14.822ms),26825 (2%),23952 (1%),218 (5%),23 (~0%),0 (~0%),1,1,1,1,4,1,off,off,off,off,1,2,1
05min 13sec,1399119 (5.596ms),26732 (2%),23589 (~0%),250 (5%),17 (~0%),0 (~0%),1,1,1,1,1,4,off,off,off,off,1,2,1
